flow_id,source,target,target_name,enrolments,x,y,t
Bangladesh to TAS,Bangladesh,TAS,Tasmania,424,0.89286,0.96069,25
Bangladesh to TAS,Bangladesh,TAS,Tasmania,424,0.92857,0.96723,26
Bangladesh to TAS,Bangladesh,TAS,Tasmania,424,0.96429,0.9713,27
Bangladesh to TAS,Bangladesh,TAS,Tasmania,424,1.0,0.97271,28
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.0,0.59753,0
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.03571,0.59903,1
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.07143,0.60337,2
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.10714,0.61034,3
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.14286,0.61972,4
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.17857,0.63129,5
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.21429,0.64483,6
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.25,0.66012,7
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.28571,0.67695,8
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.32143,0.69508,9
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.35714,0.71432,10
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.39286,0.73443,11
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.42857,0.75519,12
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.46429,0.7764,13
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.5,0.79782,14
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.53571,0.81925,15
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.57143,0.84045,16
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.60714,0.86122,17
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.64286,0.88133,18
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.67857,0.90056,19
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.71429,0.9187,20
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.75,0.93552,21
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.78571,0.95081,22
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.82143,0.96435,23
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.85714,0.97592,24
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.89286,0.9853,25
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.92857,0.99227,26
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,0.96429,0.99662,27
Bangladesh to NT,Bangladesh,NT,Northern Territory,471,1.0,0.99811,28
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.0,0.68266,0
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.03571,0.68115,1
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.07143,0.67677,2
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.10714,0.66975,3
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.14286,0.6603,4
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.17857,0.64865,5
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.21429,0.63501,6
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.25,0.61961,7
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.28571,0.60266,8
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.32143,0.58439,9
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.35714,0.56502,10
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.39286,0.54476,11
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.42857,0.52385,12
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.46429,0.50249,13
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.5,0.48091,14
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.53571,0.45933,15
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.57143,0.43797,16
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.60714,0.41706,17
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.64286,0.3968,18
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.67857,0.37743,19
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.71429,0.35916,20
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.75,0.34221,21
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.78571,0.32681,22
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.82143,0.31317,23
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.85714,0.30151,24
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.89286,0.29207,25
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.92857,0.28505,26
Other countries to NSW,Other countries,NSW,New South Wales,82972,0.96429,0.28067,27
Other countries to NSW,Other countries,NSW,New South Wales,82972,1.0,0.27916,28
Other countries to VIC,Other countries,VIC,Victoria,67220,0.0,0.80348,0
Other countries to VIC,Other countries,VIC,Victoria,67220,0.03571,0.80261,1
Other countries to VIC,Other countries,VIC,Victoria,67220,0.07143,0.80008,2
Other countries to VIC,Other countries,VIC,Victoria,67220,0.10714,0.79602,3
Other countries to VIC,Other countries,VIC,Victoria,67220,0.14286,0.79056,4
Other countries to VIC,Other countries,VIC,Victoria,67220,0.17857,0.78383,5
Other countries to VIC,Other countries,VIC,Victoria,67220,0.21429,0.77595,6
Other countries to VIC,Other countries,VIC,Victoria,67220,0.25,0.76705,7
Other countries to VIC,Other countries,VIC,Victoria,67220,0.28571,0.75725,8
Other countries to VIC,Other countries,VIC,Victoria,67220,0.32143,0.7467,9
Other countries to VIC,Other countries,VIC,Victoria,67220,0.35714,0.7355,10
Other countries to VIC,Other countries,VIC,Victoria,67220,0.39286,0.7238,11
Other countries to VIC,Other countries,VIC,Victoria,67220,0.42857,0.71171,12
Other countries to VIC,Other countries,VIC,Victoria,67220,0.46429,0.69937,13
Other countries to VIC,Other countries,VIC,Victoria,67220,0.5,0.6869,14
Other countries to VIC,Other countries,VIC,Victoria,67220,0.53571,0.67443,15
Other countries to VIC,Other countries,VIC,Victoria,67220,0.57143,0.66209,16
Other countries to VIC,Other countries,VIC,Victoria,67220,0.60714,0.65,17
Other countries to VIC,Other countries,VIC,Victoria,67220,0.64286,0.63829,18
Other countries to VIC,Other countries,VIC,Victoria,67220,0.67857,0.6271,19
Other countries to VIC,Other countries,VIC,Victoria,67220,0.71429,0.61654,20
Other countries to VIC,Other countries,VIC,Victoria,67220,0.75,0.60675,21
Other countries to VIC,Other countries,VIC,Victoria,67220,0.78571,0.59785,22
Other countries to VIC,Other countries,VIC,Victoria,67220,0.82143,0.58997,23
Other countries to VIC,Other countries,VIC,Victoria,67220,0.85714,0.58323,24
Other countries to VIC,Other countries,VIC,Victoria,67220,0.89286,0.57777,25
Other countries to VIC,Other countries,VIC,Victoria,67220,0.92857,0.57371,26
Other countries to VIC,Other countries,VIC,Victoria,67220,0.96429,0.57119,27
Other countries to VIC,Other countries,VIC,Victoria,67220,1.0,0.57032,28
Other countries to QLD,Other countries,QLD,Queensland,44068,0.0,0.893,0
Other countries to QLD,Other countries,QLD,Queensland,44068,0.03571,0.89238,1
Other countries to QLD,Other countries,QLD,Queensland,44068,0.07143,0.89055,2
Other countries to QLD,Other countries,QLD,Queensland,44068,0.10714,0.88762,3
Other countries to QLD,Other countries,QLD,Queensland,44068,0.14286,0.88367,4
Other countries to QLD,Other countries,QLD,Queensland,44068,0.17857,0.87881,5
Other countries to QLD,Other countries,QLD,Queensland,44068,0.21429,0.87311,6
Other countries to QLD,Other countries,QLD,Queensland,44068,0.25,0.86668,7
Other countries to QLD,Other countries,QLD,Queensland,44068,0.28571,0.85961,8
Other countries to QLD,Other countries,QLD,Queensland,44068,0.32143,0.85198,9
Other countries to QLD,Other countries,QLD,Queensland,44068,0.35714,0.84389,10
Other countries to QLD,Other countries,QLD,Queensland,44068,0.39286,0.83544,11
Other countries to QLD,Other countries,QLD,Queensland,44068,0.42857,0.82671,12
Other countries to QLD,Other countries,QLD,Queensland,44068,0.46429,0.81779,13
Other countries to QLD,Other countries,QLD,Queensland,44068,0.5,0.80878,14
Other countries to QLD,Other countries,QLD,Queensland,44068,0.53571,0.79977,15
Other countries to QLD,Other countries,QLD,Queensland,44068,0.57143,0.79086,16
Other countries to QLD,Other countries,QLD,Queensland,44068,0.60714,0.78212,17
Other countries to QLD,Other countries,QLD,Queensland,44068,0.64286,0.77367,18
Other countries to QLD,Other countries,QLD,Queensland,44068,0.67857,0.76558,19
Other countries to QLD,Other countries,QLD,Queensland,44068,0.71429,0.75795,20
Other countries to QLD,Other countries,QLD,Queensland,44068,0.75,0.75088,21
Other countries to QLD,Other countries,QLD,Queensland,44068,0.78571,0.74445,22
Other countries to QLD,Other countries,QLD,Queensland,44068,0.82143,0.73875,23
Other countries to QLD,Other countries,QLD,Queensland,44068,0.85714,0.73389,24
Other countries to QLD,Other countries,QLD,Queensland,44068,0.89286,0.72994,25
Other countries to QLD,Other countries,QLD,Queensland,44068,0.92857,0.72701,26
Other countries to QLD,Other countries,QLD,Queensland,44068,0.96429,0.72519,27
Other countries to QLD,Other countries,QLD,Queensland,44068,1.0,0.72456,28
Other countries to WA,Other countries,WA,Western Australia,26569,0.0,0.94983,0
Other countries to WA,Other countries,WA,Western Australia,26569,0.03571,0.94937,1
Other countries to WA,Other countries,WA,Western Australia,26569,0.07143,0.94805,2
Other countries to WA,Other countries,WA,Western Australia,26569,0.10714,0.94592,3
Other countries to WA,Other countries,WA,Western Australia,26569,0.14286,0.94305,4
Other countries to WA,Other countries,WA,Western Australia,26569,0.17857,0.93952,5
Other countries to WA,Other countries,WA,Western Australia,26569,0.21429,0.93539,6
Other countries to WA,Other countries,WA,Western Australia,26569,0.25,0.93072,7
Other countries to WA,Other countries,WA,Western Australia,26569,0.28571,0.92559,8
Other countries to WA,Other countries,WA,Western Australia,26569,0.32143,0.92005,9
Other countries to WA,Other countries,WA,Western Australia,26569,0.35714,0.91418,10
Other countries to WA,Other countries,WA,Western Australia,26569,0.39286,0.90804,11
Other countries to WA,Other countries,WA,Western Australia,26569,0.42857,0.9017,12
Other countries to WA,Other countries,WA,Western Australia,26569,0.46429,0.89523,13
Other countries to WA,Other countries,WA,Western Australia,26569,0.5,0.88869,14
Other countries to WA,Other countries,WA,Western Australia,26569,0.53571,0.88215,15
Other countries to WA,Other countries,WA,Western Australia,26569,0.57143,0.87567,16
Other countries to WA,Other countries,WA,Western Australia,26569,0.60714,0.86933,17
Other countries to WA,Other countries,WA,Western Australia,26569,0.64286,0.86319,18
Other countries to WA,Other countries,WA,Western Australia,26569,0.67857,0.85732,19
Other countries to WA,Other countries,WA,Western Australia,26569,0.71429,0.85179,20
Other countries to WA,Other countries,WA,Western Australia,26569,0.75,0.84665,21
Other countries to WA,Other countries,WA,Western Australia,26569,0.78571,0.84198,22
Other countries to WA,Other countries,WA,Western Australia,26569,0.82143,0.83785,23
Other countries to WA,Other countries,WA,Western Australia,26569,0.85714,0.83432,24
Other countries to WA,Other countries,WA,Western Australia,26569,0.89286,0.83145,25
Other countries to WA,Other countries,WA,Western Australia,26569,0.92857,0.82932,26
Other countries to WA,Other countries,WA,Western Australia,26569,0.96429,0.828,27
Other countries to WA,Other countries,WA,Western Australia,26569,1.0,0.82754,28
Other countries to SA,Other countries,SA,South Australia,11524,0.0,0.98047,0
Other countries to SA,Other countries,SA,South Australia,11524,0.03571,0.9802,1
Other countries to SA,Other countries,SA,South Australia,11524,0.07143,0.9794,2
Other countries to SA,Other countries,SA,South Australia,11524,0.10714,0.97811,3
Other countries to SA,Other countries,SA,South Australia,11524,0.14286,0.97639,4
Other countries to SA,Other countries,SA,South Australia,11524,0.17857,0.97426,5
Other countries to SA,Other countries,SA,South Australia,11524,0.21429,0.97176,6
Other countries to SA,Other countries,SA,South Australia,11524,0.25,0.96895,7
Other countries to SA,Other countries,SA,South Australia,11524,0.28571,0.96585,8
Other countries to SA,Other countries,SA,South Australia,11524,0.32143,0.96251,9
Other countries to SA,Other countries,SA,South Australia,11524,0.35714,0.95896,10
Other countries to SA,Other countries,SA,South Australia,11524,0.39286,0.95526,11
Other countries to SA,Other countries,SA,South Australia,11524,0.42857,0.95144,12
Other countries to SA,Other countries,SA,South Australia,11524,0.46429,0.94753,13
Other countries to SA,Other countries,SA,South Australia,11524,0.5,0.94359,14
Other countries to SA,Other countries,SA,South Australia,11524,0.53571,0.93964,15
Other countries to SA,Other countries,SA,South Australia,11524,0.57143,0.93573,16
Other countries to SA,Other countries,SA,South Australia,11524,0.60714,0.93191,17
Other countries to SA,Other countries,SA,South Australia,11524,0.64286,0.92821,18
Other countries to SA,Other countries,SA,South Australia,11524,0.67857,0.92466,19
Other countries to SA,Other countries,SA,South Australia,11524,0.71429,0.92132,20
Other countries to SA,Other countries,SA,South Australia,11524,0.75,0.91823,21
Other countries to SA,Other countries,SA,South Australia,11524,0.78571,0.91541,22
Other countries to SA,Other countries,SA,South Australia,11524,0.82143,0.91292,23
Other countries to SA,Other countries,SA,South Australia,11524,0.85714,0.91078,24
Other countries to SA,Other countries,SA,South Australia,11524,0.89286,0.90906,25
Other countries to SA,Other countries,SA,South Australia,11524,0.92857,0.90777,26
Other countries to SA,Other countries,SA,South Australia,11524,0.96429,0.90697,27
Other countries to SA,Other countries,SA,South Australia,11524,1.0,0.9067,28
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.0,0.99237,0
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.03571,0.99221,1
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.07143,0.99173,2
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.10714,0.99097,3
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.14286,0.98994,4
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.17857,0.98867,5
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.21429,0.98719,6
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.25,0.98551,7
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.28571,0.98367,8
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.32143,0.98168,9
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.35714,0.97957,10
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.39286,0.97737,11
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.42857,0.97509,12
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.46429,0.97277,13
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.5,0.97042,14
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.53571,0.96807,15
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.57143,0.96575,16
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.60714,0.96347,17
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.64286,0.96127,18
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.67857,0.95916,19
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.71429,0.95717,20
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.75,0.95533,21
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.78571,0.95365,22
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.82143,0.95217,23
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.85714,0.9509,24
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.89286,0.94987,25
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.92857,0.94911,26
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,0.96429,0.94863,27
Other countries to ACT,Other countries,ACT,Australian Capital Territory,3271,1.0,0.94847,28
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.0,0.99671,0
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.03571,0.99663,1
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.07143,0.99639,2
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.10714,0.99601,3
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.14286,0.99549,4
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.17857,0.99485,5
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.21429,0.99411,6
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.25,0.99327,7
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.28571,0.99234,8
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.32143,0.99134,9
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.35714,0.99029,10
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.39286,0.98918,11
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.42857,0.98804,12
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.46429,0.98687,13
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.5,0.98569,14
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.53571,0.98451,15
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.57143,0.98335,16
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.60714,0.9822,17
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.64286,0.9811,18
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.67857,0.98004,19
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.71429,0.97904,20
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.75,0.97812,21
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.78571,0.97728,22
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.82143,0.97653,23
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.85714,0.97589,24
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.89286,0.97538,25
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.92857,0.97499,26
Other countries to TAS,Other countries,TAS,Tasmania,2119,0.96429,0.97476,27
Other countries to TAS,Other countries,TAS,Tasmania,2119,1.0,0.97467,28
Other countries to NT,Other countries,NT,Northern Territory,985,0.0,0.99921,0
Other countries to NT,Other countries,NT,Northern Territory,985,0.03571,0.99921,1
Other countries to NT,Other countries,NT,Northern Territory,985,0.07143,0.99921,2
Other countries to NT,Other countries,NT,Northern Territory,985,0.10714,0.99921,3
Other countries to NT,Other countries,NT,Northern Territory,985,0.14286,0.99921,4
Other countries to NT,Other countries,NT,Northern Territory,985,0.17857,0.99921,5
Other countries to NT,Other countries,NT,Northern Territory,985,0.21429,0.99921,6
Other countries to NT,Other countries,NT,Northern Territory,985,0.25,0.99921,7
Other countries to NT,Other countries,NT,Northern Territory,985,0.28571,0.99921,8
Other countries to NT,Other countries,NT,Northern Territory,985,0.32143,0.99922,9
Other countries to NT,Other countries,NT,Northern Territory,985,0.35714,0.99922,10
Other countries to NT,Other countries,NT,Northern Territory,985,0.39286,0.99922,11
Other countries to NT,Other countries,NT,Northern Territory,985,0.42857,0.99922,12
Other countries to NT,Other countries,NT,Northern Territory,985,0.46429,0.99922,13
Other countries to NT,Other countries,NT,Northern Territory,985,0.5,0.99922,14
Other countries to NT,Other countries,NT,Northern Territory,985,0.53571,0.99922,15
Other countries to NT,Other countries,NT,Northern Territory,985,0.57143,0.99923,16
Other countries to NT,Other countries,NT,Northern Territory,985,0.60714,0.99923,17
Other countries to NT,Other countries,NT,Northern Territory,985,0.64286,0.99923,18
Other countries to NT,Other countries,NT,Northern Territory,985,0.67857,0.99923,19
Other countries to NT,Other countries,NT,Northern Territory,985,0.71429,0.99923,20
Other countries to NT,Other countries,NT,Northern Territory,985,0.75,0.99923,21
Other countries to NT,Other countries,NT,Northern Territory,985,0.78571,0.99924,22
Other countries to NT,Other countries,NT,Northern Territory,985,0.82143,0.99924,23
Other countries to NT,Other countries,NT,Northern Territory,985,0.85714,0.99924,24
Other countries to NT,Other countries,NT,Northern Territory,985,0.89286,0.99924,25
Other countries to NT,Other countries,NT,Northern Territory,985,0.92857,0.99924,26
Other countries to NT,Other countries,NT,Northern Territory,985,0.96429,0.99924,27
Other countries to NT,Other countries,NT,Northern Territory,985,1.0,0.99924,28
