flow_id,source,target,target_name,enrolments,t,x,y_top,y_bottom
Nepal to VIC,Nepal,VIC,Victoria,8044,31,0.803718,0.47908,0.491566
Nepal to VIC,Nepal,VIC,Victoria,8044,32,0.830128,0.479782,0.492256
Nepal to VIC,Nepal,VIC,Victoria,8044,33,0.856538,0.48041,0.492872
Nepal to VIC,Nepal,VIC,Victoria,8044,34,0.882949,0.480957,0.49341
Nepal to VIC,Nepal,VIC,Victoria,8044,35,0.909359,0.481418,0.493863
Nepal to VIC,Nepal,VIC,Victoria,8044,36,0.935769,0.481787,0.494226
Nepal to VIC,Nepal,VIC,Victoria,8044,37,0.962179,0.482058,0.494492
Nepal to VIC,Nepal,VIC,Victoria,8044,38,0.98859,0.482225,0.494656
Nepal to VIC,Nepal,VIC,Victoria,8044,39,1.015,0.482282,0.494712
Nepal to QLD,Nepal,QLD,Queensland,3536,0,-0.015,0.465839,0.471528
Nepal to QLD,Nepal,QLD,Queensland,3536,1,0.01141,0.466254,0.471943
Nepal to QLD,Nepal,QLD,Queensland,3536,2,0.037821,0.467471,0.473159
Nepal to QLD,Nepal,QLD,Queensland,3536,3,0.064231,0.469446,0.475132
Nepal to QLD,Nepal,QLD,Queensland,3536,4,0.090641,0.472137,0.477819
Nepal to QLD,Nepal,QLD,Queensland,3536,5,0.117051,0.475498,0.481177
Nepal to QLD,Nepal,QLD,Queensland,3536,6,0.143462,0.479489,0.485163
Nepal to QLD,Nepal,QLD,Queensland,3536,7,0.169872,0.484064,0.489734
Nepal to QLD,Nepal,QLD,Queensland,3536,8,0.196282,0.48918,0.494845
Nepal to QLD,Nepal,QLD,Queensland,3536,9,0.222692,0.494795,0.500454
Nepal to QLD,Nepal,QLD,Queensland,3536,10,0.249103,0.500865,0.506518
Nepal to QLD,Nepal,QLD,Queensland,3536,11,0.275513,0.507347,0.512993
Nepal to QLD,Nepal,QLD,Queensland,3536,12,0.301923,0.514197,0.519835
Nepal to QLD,Nepal,QLD,Queensland,3536,13,0.328333,0.521372,0.527003
Nepal to QLD,Nepal,QLD,Queensland,3536,14,0.354744,0.528829,0.534452
Nepal to QLD,Nepal,QLD,Queensland,3536,15,0.381154,0.536524,0.542138
Nepal to QLD,Nepal,QLD,Queensland,3536,16,0.407564,0.544414,0.55002
Nepal to QLD,Nepal,QLD,Queensland,3536,17,0.433974,0.552455,0.558053
Nepal to QLD,Nepal,QLD,Queensland,3536,18,0.460385,0.560605,0.566195
Nepal to QLD,Nepal,QLD,Queensland,3536,19,0.486795,0.56882,0.574401
Nepal to QLD,Nepal,QLD,Queensland,3536,20,0.513205,0.577057,0.582629
Nepal to QLD,Nepal,QLD,Queensland,3536,21,0.539615,0.585272,0.590835
Nepal to QLD,Nepal,QLD,Queensland,3536,22,0.566026,0.593422,0.598977
Nepal to QLD,Nepal,QLD,Queensland,3536,23,0.592436,0.601463,0.60701
Nepal to QLD,Nepal,QLD,Queensland,3536,24,0.618846,0.609353,0.614891
Nepal to QLD,Nepal,QLD,Queensland,3536,25,0.645256,0.617048,0.622578
Nepal to QLD,Nepal,QLD,Queensland,3536,26,0.671667,0.624505,0.630027
Nepal to QLD,Nepal,QLD,Queensland,3536,27,0.698077,0.63168,0.637195
Nepal to QLD,Nepal,QLD,Queensland,3536,28,0.724487,0.63853,0.644037
Nepal to QLD,Nepal,QLD,Queensland,3536,29,0.750897,0.645011,0.650512
Nepal to QLD,Nepal,QLD,Queensland,3536,30,0.777308,0.651081,0.656576
Nepal to QLD,Nepal,QLD,Queensland,3536,31,0.803718,0.656696,0.662185
Nepal to QLD,Nepal,QLD,Queensland,3536,32,0.830128,0.661813,0.667296
Nepal to QLD,Nepal,QLD,Queensland,3536,33,0.856538,0.666388,0.671867
Nepal to QLD,Nepal,QLD,Queensland,3536,34,0.882949,0.670378,0.675853
Nepal to QLD,Nepal,QLD,Queensland,3536,35,0.909359,0.67374,0.679211
Nepal to QLD,Nepal,QLD,Queensland,3536,36,0.935769,0.67643,0.681898
Nepal to QLD,Nepal,QLD,Queensland,3536,37,0.962179,0.678406,0.683871
Nepal to QLD,Nepal,QLD,Queensland,3536,38,0.98859,0.679622,0.685087
Nepal to QLD,Nepal,QLD,Queensland,3536,39,1.015,0.680038,0.685502
Nepal to WA,Nepal,WA,Western Australia,2886,0,-0.015,0.471528,0.476171
Nepal to WA,Nepal,WA,Western Australia,2886,1,0.01141,0.472157,0.4768
Nepal to WA,Nepal,WA,Western Australia,2886,2,0.037821,0.474002,0.478643
Nepal to WA,Nepal,WA,Western Australia,2886,3,0.064231,0.476995,0.481635
Nepal to WA,Nepal,WA,Western Australia,2886,4,0.090641,0.481071,0.485709
Nepal to WA,Nepal,WA,Western Australia,2886,5,0.117051,0.486166,0.490801
Nepal to WA,Nepal,WA,Western Australia,2886,6,0.143462,0.492213,0.496844
Nepal to WA,Nepal,WA,Western Australia,2886,7,0.169872,0.499146,0.503773
Nepal to WA,Nepal,WA,Western Australia,2886,8,0.196282,0.506899,0.511523
Nepal to WA,Nepal,WA,Western Australia,2886,9,0.222692,0.515409,0.520027
Nepal to WA,Nepal,WA,Western Australia,2886,10,0.249103,0.524607,0.52922
Nepal to WA,Nepal,WA,Western Australia,2886,11,0.275513,0.534429,0.539037
Nepal to WA,Nepal,WA,Western Australia,2886,12,0.301923,0.54481,0.549412
Nepal to WA,Nepal,WA,Western Australia,2886,13,0.328333,0.555683,0.560278
Nepal to WA,Nepal,WA,Western Australia,2886,14,0.354744,0.566983,0.571572
Nepal to WA,Nepal,WA,Western Australia,2886,15,0.381154,0.578643,0.583226
Nepal to WA,Nepal,WA,Western Australia,2886,16,0.407564,0.5906,0.595176
Nepal to WA,Nepal,WA,Western Australia,2886,17,0.433974,0.602786,0.607355
Nepal to WA,Nepal,WA,Western Australia,2886,18,0.460385,0.615137,0.619699
Nepal to WA,Nepal,WA,Western Australia,2886,19,0.486795,0.627585,0.63214
Nepal to WA,Nepal,WA,Western Australia,2886,20,0.513205,0.640067,0.644615
Nepal to WA,Nepal,WA,Western Australia,2886,21,0.539615,0.652516,0.657057
Nepal to WA,Nepal,WA,Western Australia,2886,22,0.566026,0.664867,0.6694
Nepal to WA,Nepal,WA,Western Australia,2886,23,0.592436,0.677053,0.68158
Nepal to WA,Nepal,WA,Western Australia,2886,24,0.618846,0.689009,0.693529
Nepal to WA,Nepal,WA,Western Australia,2886,25,0.645256,0.70067,0.705184
Nepal to WA,Nepal,WA,Western Australia,2886,26,0.671667,0.71197,0.716477
Nepal to WA,Nepal,WA,Western Australia,2886,27,0.698077,0.722843,0.727344
Nepal to WA,Nepal,WA,Western Australia,2886,28,0.724487,0.733223,0.737719
Nepal to WA,Nepal,WA,Western Australia,2886,29,0.750897,0.743046,0.747535
Nepal to WA,Nepal,WA,Western Australia,2886,30,0.777308,0.752244,0.756729
Nepal to WA,Nepal,WA,Western Australia,2886,31,0.803718,0.760753,0.765233
Nepal to WA,Nepal,WA,Western Australia,2886,32,0.830128,0.768507,0.772982
Nepal to WA,Nepal,WA,Western Australia,2886,33,0.856538,0.77544,0.779911
Nepal to WA,Nepal,WA,Western Australia,2886,34,0.882949,0.781487,0.785955
Nepal to WA,Nepal,WA,Western Australia,2886,35,0.909359,0.786581,0.791046
Nepal to WA,Nepal,WA,Western Australia,2886,36,0.935769,0.790658,0.795121
Nepal to WA,Nepal,WA,Western Australia,2886,37,0.962179,0.793651,0.798112
Nepal to WA,Nepal,WA,Western Australia,2886,38,0.98859,0.795495,0.799955
Nepal to WA,Nepal,WA,Western Australia,2886,39,1.015,0.796125,0.800584
Nepal to SA,Nepal,SA,South Australia,2496,0,-0.015,0.476171,0.480187
Nepal to SA,Nepal,SA,South Australia,2496,1,0.01141,0.47697,0.480986
Nepal to SA,Nepal,SA,South Australia,2496,2,0.037821,0.479312,0.483326
Nepal to SA,Nepal,SA,South Australia,2496,3,0.064231,0.483112,0.487125
Nepal to SA,Nepal,SA,South Australia,2496,4,0.090641,0.488288,0.492299
Nepal to SA,Nepal,SA,South Australia,2496,5,0.117051,0.494756,0.498765
Nepal to SA,Nepal,SA,South Australia,2496,6,0.143462,0.502433,0.506439
Nepal to SA,Nepal,SA,South Australia,2496,7,0.169872,0.511236,0.515238
Nepal to SA,Nepal,SA,South Australia,2496,8,0.196282,0.52108,0.525079
Nepal to SA,Nepal,SA,South Australia,2496,9,0.222692,0.531884,0.535878
Nepal to SA,Nepal,SA,South Australia,2496,10,0.249103,0.543563,0.547552
Nepal to SA,Nepal,SA,South Australia,2496,11,0.275513,0.556033,0.560018
Nepal to SA,Nepal,SA,South Australia,2496,12,0.301923,0.569213,0.573193
Nepal to SA,Nepal,SA,South Australia,2496,13,0.328333,0.583018,0.586992
Nepal to SA,Nepal,SA,South Australia,2496,14,0.354744,0.597364,0.601333
Nepal to SA,Nepal,SA,South Australia,2496,15,0.381154,0.612169,0.616133
Nepal to SA,Nepal,SA,South Australia,2496,16,0.407564,0.62735,0.631307
Nepal to SA,Nepal,SA,South Australia,2496,17,0.433974,0.642822,0.646774
Nepal to SA,Nepal,SA,South Australia,2496,18,0.460385,0.658503,0.662448
Nepal to SA,Nepal,SA,South Australia,2496,19,0.486795,0.674308,0.678248
Nepal to SA,Nepal,SA,South Australia,2496,20,0.513205,0.690156,0.694089
Nepal to SA,Nepal,SA,South Australia,2496,21,0.539615,0.705961,0.709888
Nepal to SA,Nepal,SA,South Australia,2496,22,0.566026,0.721642,0.725563
Nepal to SA,Nepal,SA,South Australia,2496,23,0.592436,0.737114,0.741029
Nepal to SA,Nepal,SA,South Australia,2496,24,0.618846,0.752294,0.756204
Nepal to SA,Nepal,SA,South Australia,2496,25,0.645256,0.7671,0.771003
Nepal to SA,Nepal,SA,South Australia,2496,26,0.671667,0.781446,0.785344
Nepal to SA,Nepal,SA,South Australia,2496,27,0.698077,0.795251,0.799144
Nepal to SA,Nepal,SA,South Australia,2496,28,0.724487,0.80843,0.812318
Nepal to SA,Nepal,SA,South Australia,2496,29,0.750897,0.820901,0.824784
Nepal to SA,Nepal,SA,South Australia,2496,30,0.777308,0.83258,0.836458
Nepal to SA,Nepal,SA,South Australia,2496,31,0.803718,0.843383,0.847258
Nepal to SA,Nepal,SA,South Australia,2496,32,0.830128,0.853228,0.857099
Nepal to SA,Nepal,SA,South Australia,2496,33,0.856538,0.862031,0.865898
Nepal to SA,Nepal,SA,South Australia,2496,34,0.882949,0.869708,0.873572
Nepal to SA,Nepal,SA,South Australia,2496,35,0.909359,0.876176,0.880037
Nepal to SA,Nepal,SA,South Australia,2496,36,0.935769,0.881352,0.885211
Nepal to SA,Nepal,SA,South Australia,2496,37,0.962179,0.885152,0.88901
Nepal to SA,Nepal,SA,South Australia,2496,38,0.98859,0.887493,0.891351
Nepal to SA,Nepal,SA,South Australia,2496,39,1.015,0.888292,0.892149
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,0,-0.015,0.480187,0.482141
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,1,0.01141,0.481085,0.483038
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,2,0.037821,0.483715,0.485668
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,3,0.064231,0.487984,0.489936
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,4,0.090641,0.493799,0.49575
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,5,0.117051,0.501066,0.503015
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,6,0.143462,0.50969,0.511638
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,7,0.169872,0.519579,0.521525
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,8,0.196282,0.530638,0.532583
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,9,0.222692,0.542775,0.544718
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,10,0.249103,0.555895,0.557836
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,11,0.275513,0.569905,0.571843
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,12,0.301923,0.584711,0.586647
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,13,0.328333,0.600219,0.602153
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,14,0.354744,0.616337,0.618267
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,15,0.381154,0.632969,0.634897
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,16,0.407564,0.650023,0.651948
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,17,0.433974,0.667404,0.669326
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,18,0.460385,0.68502,0.686939
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,19,0.486795,0.702776,0.704692
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,20,0.513205,0.720579,0.722492
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,21,0.539615,0.738336,0.740246
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,22,0.566026,0.755951,0.757859
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,23,0.592436,0.773333,0.775237
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,24,0.618846,0.790387,0.792288
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,25,0.645256,0.807019,0.808918
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,26,0.671667,0.823136,0.825032
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,27,0.698077,0.838645,0.840538
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,28,0.724487,0.853451,0.855342
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,29,0.750897,0.86746,0.869349
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,30,0.777308,0.880581,0.882467
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,31,0.803718,0.892717,0.894602
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,32,0.830128,0.903777,0.905659
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,33,0.856538,0.913666,0.915547
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,34,0.882949,0.92229,0.92417
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,35,0.909359,0.929557,0.931435
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,36,0.935769,0.935371,0.937248
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,37,0.962179,0.939641,0.941517
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,38,0.98859,0.942271,0.944147
Nepal to ACT,Nepal,ACT,Australian Capital Territory,1214,39,1.015,0.943168,0.945044
Nepal to TAS,Nepal,TAS,Tasmania,877,0,-0.015,0.482141,0.483552
Nepal to TAS,Nepal,TAS,Tasmania,877,1,0.01141,0.483088,0.484499
Nepal to TAS,Nepal,TAS,Tasmania,877,2,0.037821,0.485864,0.487274
Nepal to TAS,Nepal,TAS,Tasmania,877,3,0.064231,0.490369,0.491779
Nepal to TAS,Nepal,TAS,Tasmania,877,4,0.090641,0.496506,0.497915
Nepal to TAS,Nepal,TAS,Tasmania,877,5,0.117051,0.504175,0.505583
Nepal to TAS,Nepal,TAS,Tasmania,877,6,0.143462,0.513277,0.514684
Nepal to TAS,Nepal,TAS,Tasmania,877,7,0.169872,0.523713,0.525119
Nepal to TAS,Nepal,TAS,Tasmania,877,8,0.196282,0.535385,0.53679
Nepal to TAS,Nepal,TAS,Tasmania,877,9,0.222692,0.548194,0.549597
Nepal to TAS,Nepal,TAS,Tasmania,877,10,0.249103,0.56204,0.563442
Nepal to TAS,Nepal,TAS,Tasmania,877,11,0.275513,0.576826,0.578226
Nepal to TAS,Nepal,TAS,Tasmania,877,12,0.301923,0.592451,0.59385
Nepal to TAS,Nepal,TAS,Tasmania,877,13,0.328333,0.608818,0.610215
Nepal to TAS,Nepal,TAS,Tasmania,877,14,0.354744,0.625828,0.627223
Nepal to TAS,Nepal,TAS,Tasmania,877,15,0.381154,0.643381,0.644774
Nepal to TAS,Nepal,TAS,Tasmania,877,16,0.407564,0.661379,0.66277
Nepal to TAS,Nepal,TAS,Tasmania,877,17,0.433974,0.679723,0.681112
Nepal to TAS,Nepal,TAS,Tasmania,877,18,0.460385,0.698314,0.6997
Nepal to TAS,Nepal,TAS,Tasmania,877,19,0.486795,0.717053,0.718438
Nepal to TAS,Nepal,TAS,Tasmania,877,20,0.513205,0.735842,0.737224
Nepal to TAS,Nepal,TAS,Tasmania,877,21,0.539615,0.754582,0.755961
Nepal to TAS,Nepal,TAS,Tasmania,877,22,0.566026,0.773173,0.77455
Nepal to TAS,Nepal,TAS,Tasmania,877,23,0.592436,0.791517,0.792892
Nepal to TAS,Nepal,TAS,Tasmania,877,24,0.618846,0.809515,0.810888
Nepal to TAS,Nepal,TAS,Tasmania,877,25,0.645256,0.827068,0.828439
Nepal to TAS,Nepal,TAS,Tasmania,877,26,0.671667,0.844077,0.845447
Nepal to TAS,Nepal,TAS,Tasmania,877,27,0.698077,0.860444,0.861812
Nepal to TAS,Nepal,TAS,Tasmania,877,28,0.724487,0.87607,0.877436
Nepal to TAS,Nepal,TAS,Tasmania,877,29,0.750897,0.890856,0.89222
Nepal to TAS,Nepal,TAS,Tasmania,877,30,0.777308,0.904702,0.906065
Nepal to TAS,Nepal,TAS,Tasmania,877,31,0.803718,0.917511,0.918872
Nepal to TAS,Nepal,TAS,Tasmania,877,32,0.830128,0.929183,0.930543
Nepal to TAS,Nepal,TAS,Tasmania,877,33,0.856538,0.939619,0.940978
Nepal to TAS,Nepal,TAS,Tasmania,877,34,0.882949,0.948721,0.950079
Nepal to TAS,Nepal,TAS,Tasmania,877,35,0.909359,0.95639,0.957747
Nepal to TAS,Nepal,TAS,Tasmania,877,36,0.935769,0.962526,0.963882
Nepal to TAS,Nepal,TAS,Tasmania,877,37,0.962179,0.967032,0.968388
Nepal to TAS,Nepal,TAS,Tasmania,877,38,0.98859,0.969808,0.971163
Nepal to TAS,Nepal,TAS,Tasmania,877,39,1.015,0.970755,0.97211
Nepal to NT,Nepal,NT,Northern Territory,1073,0,-0.015,0.483552,0.485278
Nepal to NT,Nepal,NT,Northern Territory,1073,1,0.01141,0.484545,0.486271
Nepal to NT,Nepal,NT,Northern Territory,1073,2,0.037821,0.487455,0.489181
Nepal to NT,Nepal,NT,Northern Territory,1073,3,0.064231,0.492178,0.493903
Nepal to NT,Nepal,NT,Northern Territory,1073,4,0.090641,0.498611,0.500336
Nepal to NT,Nepal,NT,Northern Territory,1073,5,0.117051,0.506651,0.508374
Nepal to NT,Nepal,NT,Northern Territory,1073,6,0.143462,0.516193,0.517915
Nepal to NT,Nepal,NT,Northern Territory,1073,7,0.169872,0.527134,0.528854
Nepal to NT,Nepal,NT,Northern Territory,1073,8,0.196282,0.53937,0.541089
Nepal to NT,Nepal,NT,Northern Territory,1073,9,0.222692,0.552797,0.554515
Nepal to NT,Nepal,NT,Northern Territory,1073,10,0.249103,0.567313,0.569028
Nepal to NT,Nepal,NT,Northern Territory,1073,11,0.275513,0.582813,0.584527
Nepal to NT,Nepal,NT,Northern Territory,1073,12,0.301923,0.599195,0.600905
Nepal to NT,Nepal,NT,Northern Territory,1073,13,0.328333,0.616353,0.618061
Nepal to NT,Nepal,NT,Northern Territory,1073,14,0.354744,0.634184,0.635891
Nepal to NT,Nepal,NT,Northern Territory,1073,15,0.381154,0.652586,0.65429
Nepal to NT,Nepal,NT,Northern Territory,1073,16,0.407564,0.671454,0.673155
Nepal to NT,Nepal,NT,Northern Territory,1073,17,0.433974,0.690685,0.692383
Nepal to NT,Nepal,NT,Northern Territory,1073,18,0.460385,0.710174,0.711871
Nepal to NT,Nepal,NT,Northern Territory,1073,19,0.486795,0.72982,0.731513
Nepal to NT,Nepal,NT,Northern Territory,1073,20,0.513205,0.749517,0.751207
Nepal to NT,Nepal,NT,Northern Territory,1073,21,0.539615,0.769162,0.77085
Nepal to NT,Nepal,NT,Northern Territory,1073,22,0.566026,0.788651,0.790337
Nepal to NT,Nepal,NT,Northern Territory,1073,23,0.592436,0.807882,0.809565
Nepal to NT,Nepal,NT,Northern Territory,1073,24,0.618846,0.82675,0.828431
Nepal to NT,Nepal,NT,Northern Territory,1073,25,0.645256,0.845152,0.84683
Nepal to NT,Nepal,NT,Northern Territory,1073,26,0.671667,0.862983,0.864659
Nepal to NT,Nepal,NT,Northern Territory,1073,27,0.698077,0.880142,0.881815
Nepal to NT,Nepal,NT,Northern Territory,1073,28,0.724487,0.896523,0.898194
Nepal to NT,Nepal,NT,Northern Territory,1073,29,0.750897,0.912023,0.913692
Nepal to NT,Nepal,NT,Northern Territory,1073,30,0.777308,0.926539,0.928206
Nepal to NT,Nepal,NT,Northern Territory,1073,31,0.803718,0.939966,0.941632
Nepal to NT,Nepal,NT,Northern Territory,1073,32,0.830128,0.952203,0.953866
Nepal to NT,Nepal,NT,Northern Territory,1073,33,0.856538,0.963143,0.964806
Nepal to NT,Nepal,NT,Northern Territory,1073,34,0.882949,0.972685,0.974346
Nepal to NT,Nepal,NT,Northern Territory,1073,35,0.909359,0.980725,0.982385
Nepal to NT,Nepal,NT,Northern Territory,1073,36,0.935769,0.987158,0.988817
Nepal to NT,Nepal,NT,Northern Territory,1073,37,0.962179,0.991881,0.99354
Nepal to NT,Nepal,NT,Northern Territory,1073,38,0.98859,0.994791,0.99645
Nepal to NT,Nepal,NT,Northern Territory,1073,39,1.015,0.995785,0.997443
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,0,-0.015,0.503278,0.517399
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,1,0.01141,0.502661,0.516781
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,2,0.037821,0.500853,0.51497
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,3,0.064231,0.497919,0.512031
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,4,0.090641,0.493922,0.508027
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,5,0.117051,0.488928,0.503024
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,6,0.143462,0.483,0.497086
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,7,0.169872,0.476203,0.490277
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,8,0.196282,0.468602,0.482663
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,9,0.222692,0.46026,0.474306
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,10,0.249103,0.451243,0.465273
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,11,0.275513,0.441613,0.455627
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,12,0.301923,0.431437,0.445432
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,13,0.328333,0.420778,0.434754
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,14,0.354744,0.4097,0.423657
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,15,0.381154,0.398269,0.412206
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,16,0.407564,0.386547,0.400464
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,17,0.433974,0.374601,0.388496
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,18,0.460385,0.362493,0.376367
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,19,0.486795,0.350289,0.364142
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,20,0.513205,0.338052,0.351884
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,21,0.539615,0.325848,0.339658
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,22,0.566026,0.313741,0.327529
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,23,0.592436,0.301794,0.315562
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,24,0.618846,0.290073,0.30382
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,25,0.645256,0.278641,0.292368
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,26,0.671667,0.267563,0.281271
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,27,0.698077,0.256904,0.270593
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,28,0.724487,0.246728,0.260399
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,29,0.750897,0.237099,0.250753
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,30,0.777308,0.228081,0.241719
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,31,0.803718,0.219739,0.233363
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,32,0.830128,0.212138,0.225748
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,33,0.856538,0.205341,0.218939
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,34,0.882949,0.199413,0.213001
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,35,0.909359,0.194419,0.207998
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,36,0.935769,0.190422,0.203995
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,37,0.962179,0.187488,0.201055
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,38,0.98859,0.18568,0.199244
Vietnam to NSW,Vietnam,NSW,New South Wales,8777,39,1.015,0.185063,0.198626
Vietnam to VIC,Vietnam,VIC,Victoria,10048,0,-0.015,0.517399,0.533566
Vietnam to VIC,Vietnam,VIC,Victoria,10048,1,0.01141,0.517355,0.53352
Vietnam to VIC,Vietnam,VIC,Victoria,10048,2,0.037821,0.517226,0.533388
Vietnam to VIC,Vietnam,VIC,Victoria,10048,3,0.064231,0.517017,0.533173
Vietnam to VIC,Vietnam,VIC,Victoria,10048,4,0.090641,0.516732,0.53288
Vietnam to VIC,Vietnam,VIC,Victoria,10048,5,0.117051,0.516376,0.532514
Vietnam to VIC,Vietnam,VIC,Victoria,10048,6,0.143462,0.515954,0.532079
Vietnam to VIC,Vietnam,VIC,Victoria,10048,7,0.169872,0.515469,0.531581
Vietnam to VIC,Vietnam,VIC,Victoria,10048,8,0.196282,0.514927,0.531024
Vietnam to VIC,Vietnam,VIC,Victoria,10048,9,0.222692,0.514332,0.530412
Vietnam to VIC,Vietnam,VIC,Victoria,10048,10,0.249103,0.513689,0.529751
Vietnam to VIC,Vietnam,VIC,Victoria,10048,11,0.275513,0.513003,0.529045
Vietnam to VIC,Vietnam,VIC,Victoria,10048,12,0.301923,0.512277,0.528299
Vietnam to VIC,Vietnam,VIC,Victoria,10048,13,0.328333,0.511518,0.527518
Vietnam to VIC,Vietnam,VIC,Victoria,10048,14,0.354744,0.510728,0.526706
Vietnam to VIC,Vietnam,VIC,Victoria,10048,15,0.381154,0.509913,0.525868
Vietnam to VIC,Vietnam,VIC,Victoria,10048,16,0.407564,0.509077,0.525009
Vietnam to VIC,Vietnam,VIC,Victoria,10048,17,0.433974,0.508225,0.524133
Vietnam to VIC,Vietnam,VIC,Victoria,10048,18,0.460385,0.507362,0.523245
Vietnam to VIC,Vietnam,VIC,Victoria,10048,19,0.486795,0.506492,0.522351
Vietnam to VIC,Vietnam,VIC,Victoria,10048,20,0.513205,0.50562,0.521454
Vietnam to VIC,Vietnam,VIC,Victoria,10048,21,0.539615,0.50475,0.520559
Vietnam to VIC,Vietnam,VIC,Victoria,10048,22,0.566026,0.503886,0.519672
Vietnam to VIC,Vietnam,VIC,Victoria,10048,23,0.592436,0.503035,0.518796
Vietnam to VIC,Vietnam,VIC,Victoria,10048,24,0.618846,0.502199,0.517937
Vietnam to VIC,Vietnam,VIC,Victoria,10048,25,0.645256,0.501384,0.517099
Vietnam to VIC,Vietnam,VIC,Victoria,10048,26,0.671667,0.500594,0.516287
Vietnam to VIC,Vietnam,VIC,Victoria,10048,27,0.698077,0.499834,0.515505
Vietnam to VIC,Vietnam,VIC,Victoria,10048,28,0.724487,0.499109,0.514759
Vietnam to VIC,Vietnam,VIC,Victoria,10048,29,0.750897,0.498422,0.514054
